compound,modifier,head,frequency_class
Hühnerstall,Huhn,Stall,17.0
Hühnersuppe,Huhn,Suppe,20.0
Hühnervogel,Huhn,Vogel,21.0
Hühnerzucht,Huhn,Zucht,21.0
Hühnerzüchter,Huhn,Züchter,21.0
Hüllblatt,Hülle,Blatt,22.0
Hüllkurve,Hülle,Kurve,22.0
Hüllmembran,hüllen,Membran,
Hüllprotein,Hülle,Protein,21.0
Hüllrohr,Hülle,Rohr,22.0
Hüllspelze,Hülle,Spelze,
Hülsenfrucht,Hülse,Frucht,18.0
Hünenbett,Hüne,Bett,
Hünengrab,Hüne,Grab,20.0
Hüpfburg,hüpfen,Burg,15.0
Hürdenlauf,Hürde,Lauf,17.0
Hürdenläufer,Hürde,Läufer,19.0
Hürdensprint,Hürde,Sprint,18.0
Hürdensprinter,Hürde,Sprinter,18.0
Hütchenspiel,Hütchen,Spiel,21.0
Hütchenspieler,Hütchen,Spieler,20.0
Hütehund,hüten,Hund,19.0
Hütejunge,hüten,Junge,23.0
Hüttenabend,Hütte,Abend,19.0
Hüttenanlage,Hütte,Anlage,
Hüttenarbeiter,Hütte,Arbeiter,21.0
Hüttenatmosphäre,Hütte,Atmosphäre,
Hüttenbau,Hütte,Bau,20.0
Hüttenberg,Hütte,Berg,17.0
Hüttenbetrieb,Hütte,Betrieb,21.0
Hüttendorf,Hütte,Dorf,18.0
Hüttenindustrie,Hütte,Industrie,22.0
Hüttenkunde,Hütte,Kunde,24.0
Hüttenkäse,Hütte,Käse,21.0
Hüttenleute,Hütte,Leute,
Hüttenrauch,Hütte,Rauch,22.0
Hüttenwart,Hütte,Wart,19.0
Hüttenwerk,Hütte,Werk,18.0
Hüttenwesen,Hütte,wesen,20.0
Hüttenwirt,Hütte,Wirt,18.0
Hüttenzauber,Hütte,Zauber,18.0
Ichbewusstsein,Ich,Bewusstsein,
Icherzähler,Ich,Erzähler,
Ichform,Ich,Form,22.0
Ichlaut,ich,Laut,
Idealbedingung,ideal,Bedingung,21.0
Idealbesetzung,ideal,Besetzung,17.0
Idealbild,Ideal,Bild,17.0
Idealfall,ideal,Fall,16.0
Idealfigur,ideal,Figur,20.0
Idealform,ideal,Form,21.0
Idealgewicht,ideal,Gewicht,19.0
Ideallinie,Ideal,Linie,18.0
Ideallösung,ideal,Lösung,18.0
Idealmaß,ideal,Maß,21.0
Idealstaat,ideal,Staat,22.0
Idealstadt,Ideal,Stadt,20.0
Idealtemperatur,ideal,Temperatur,
Idealtyp,Ideal,Typ,21.0
Idealtypus,Ideal,Typus,20.0
Idealverein,ideal,Verein,
Idealvorstellung,Ideal,Vorstellung,18.0
Idealzustand,Ideal,Zustand,19.0
Ideenaustausch,Idee,Austausch,20.0
Ideenfabrik,Idee,Fabrik,21.0
Ideenfindung,Idee,Findung,19.0
Ideengeber,Idee,Geber,17.0
Ideengeschichte,Idee,Geschichte,19.0
Ideengut,Idee,Gut,21.0
Ideenhimmel,Idee,Himmel,23.0
Ideenlehre,Idee,Lehre,21.0
Ideenliste,Idee,Liste,
Ideenmanagement,Idee,Management,
Ideenreichtum,Idee,Reichtum,16.0
Ideensammlung,Idee,Sammlung,19.0
Ideenskizze,Idee,Skizze,19.0
Ideensuche,Idee,Suche,21.0
Ideenträger,Idee,Träger,21.0
Ideenvielfalt,Idee,Vielfalt,20.0
Ideenwelt,Idee,Welt,20.0
Ideenwerkstatt,Idee,Werkstatt,19.0
Ideenwettbewerb,Idee,Wettbewerb,16.0
Identifikationsangebot,Identifikation,Angebot,20.0
Identifikationsfigur,Identifikation,Figur,17.0
Identifikationsmerkmal,Identifikation,Merkmal,21.0
Identifikationsmöglichkeit,Identifikation,Möglichkeit,20.0
Identifikationsnummer,Identifikation,Nummer,18.0
Identifikationspunkt,Identifikation,Punkt,21.0
Identifizierungsverfahren,Identifizierung,Verfahren,
Identitätsbewusstsein,Identität,Bewusstsein,22.0
Identitätsbildung,Identität,Bildung,19.0
Identitätsdiebstahl,Identität,Diebstahl,
Identitätsentwicklung,Identität,Entwicklung,
Identitätsfeststellung,Identität,Feststellung,20.0
Identitätsfindung,Identität,Findung,19.0
Identitätsfrage,Identität,Frage,20.0
Identitätsgefühl,Identität,Gefühl,21.0
Identitätskarte,Identität,Karte,18.0
Identitätskontrolle,Identität,Kontrolle,21.0
Identitätskrise,Identität,Krise,17.0
Identitätsmanagement,Identität,Management,
Identitätsmerkmal,Identität,Merkmal,21.0
Identitätsnachweis,Identität,Nachweis,21.0
Identitätsproblem,Identität,Problem,19.0
Identitätsprüfung,Identität,Prüfung,22.0
Identitätsstiftung,Identität,Stiftung,20.0
Identitätsstörung,Identität,Störung,22.0
Identitätssuche,Identität,Suche,19.0
Identitätstheorie,Identität,Theorie,
Identitätsverlust,Identität,Verlust,18.0
Identitätswechsel,Identität,Wechsel,21.0
Identitätsüberprüfung,Identität,Überprüfung,23.0
Ideologiekritik,Ideologie,Kritik,19.0
Idiotentest,Idiot,Test,
Igelball,Igel,Ball,
Igelföhre,Igel,Föhre,
Igelschnitt,Igel,Schnitt,22.0
Igelstellung,Igel,Stellung,23.0
Igelwurm,Igel,Wurm,
Ikonenmaler,Ikone,Maler,20.0
Ikonenmalerei,Ikone,Malerei,19.0
Illuminatenorden,Illuminat,Orden,22.0
Illusionsmalerei,Illusion,Malerei,21.0
Imageberater,Image,Berater,20.0
Imagebildung,Image,Bildung,20.0
Imagebroschüre,Image,Broschüre,19.0
Imagefaktor,Image,Faktor,20.0
Imagegewinn,Image,Gewinn,17.0
Imagekampagne,Image,Kampagne,17.0
Imagepflege,Image,Pflege,17.0
Imageproblem,Image,Problem,17.0
Imageschaden,Image,Schaden,16.0
Imageträger,Image,Träger,19.0
Imageverbesserung,Image,Verbesserung,19.0
Imageverlust,Image,Verlust,17.0
Imagewandel,Image,Wandel,19.0
Imagewechsel,Image,Wechsel,19.0
Imagewerbung,Image,Werbung,18.0
Imbissbesitzer,Imbiss,Besitzer,21.0
Imbissbetrieb,Imbiss,Betrieb,20.0
Imbissbude,Imbiss,Bude,16.0
Imbissstand,Imbiss,Stand,17.0
Imbissstube,Imbiss,Stube,18.0
Imbisswagen,Imbiss,Wagen,19.0
Imkerverband,Imker,Verband,19.0
Imkerverein,Imker,Verein,17.0
Immaterialgüterrecht,Immaterialgut,Recht,23.0
Immatrikulationsamt,Immatrikulation,Amt,22.0
Immatrikulationsgebühr,Immatrikulation,Gebühr,22.0
Immenblatt,Imme,Blatt,
Immergrün,immer,Grün,20.0
Immigrantenfamilie,Immigrant,Familie,21.0
Immigrationsbehörde,Immigration,Behörde,22.0
Immigrationspolitik,Immigration,Politik,21.0
Immissionsmessung,Immission,Messung,22.0
Immissionsschutz,Immission,Schutz,19.0
Immissionsschutzbeauftragte,Immissionsschutz,Beauftragte,
Immissionsschutzgesetz,Immissionsschutz,Gesetz,19.0
Immissionswert,Immission,Wert,21.0
Immobilienabteilung,Immobilie,Abteilung,21.0
Immobilienanlage,Immobilie,Anlage,20.0
Immobilienanzeige,Immobilie,Anzeige,20.0
Immobilienberater,Immobilie,Berater,20.0
Immobilienbereich,Immobilie,Bereich,18.0
Immobilienbesitz,Immobilie,Besitz,18.0
Immobilienbesitzer,Immobilie,Besitzer,18.0
Immobilienbestand,Immobilie,Bestand,19.0
Immobilienbewertung,Immobilie,Bewertung,
Immobilienboom,Immobilie,Boom,20.0
Immobilienbranche,Immobilie,Branche,18.0
Immobilienbörse,Immobilie,Börse,20.0
Immobilienbüro,Immobilie,Büro,19.0
Immobilieneigentum,Immobilie,Eigentum,21.0
Immobilieneigentümer,Immobilie,Eigentümer,20.0
Immobilienerwerb,Immobilie,Erwerb,19.0
Immobilienexperte,Immobilie,Experte,19.0
Immobilienfinanzierung,Immobilie,Finanzierung,18.0
Immobilienfirma,Immobilie,Firma,17.0
Immobilienfonds,Immobilie,Fonds,
Immobiliengeschäft,Immobilie,Geschäft,16.0
Immobiliengesellschaft,Immobilie,Gesellschaft,17.0
Immobiliengruppe,Immobilie,Gruppe,19.0
Immobilienhai,Immobilie,Hai,19.0
Immobilienhandel,Immobilie,Handel,20.0
Immobilienhändler,Immobilie,Händler,18.0
Immobilieninteressent,Immobilie,Interessent,
Immobilieninvestor,Immobilie,Investor,20.0
Immobilienkauf,Immobilie,Kauf,19.0
Immobilienkaufleute,Immobilienkauf,Leute,
Immobilienkonzern,Immobilie,Konzern,19.0
Immobilienkredit,Immobilie,Kredit,18.0
Immobilienkrise,Immobilie,Krise,17.0
Immobilienkäufer,Immobilie,Käufer,19.0
Immobilienmakler,Immobilie,Makler,16.0
Immobilienmanagement,Immobilie,Management,19.0
Immobilienmanager,Immobilie,Manager,20.0
Immobilienmarkt,Immobilie,Markt,15.0
Immobilienmogul,Immobilie,Mogul,22.0
Immobilienobjekt,Immobilie,Objekt,21.0
Immobilienpreis,Immobilie,Preis,17.0
Immobilienpreisspiegel,Immobilie,Preisspiegel,
Immobilienprojekt,Immobilie,Projekt,19.0
Immobiliensektor,Immobilie,Sektor,19.0
Immobilienspekulant,Immobilie,Spekulant,19.0
Immobilienspekulation,Immobilie,Spekulation,20.0
Immobilienspezialist,Immobilie,Spezialist,21.0
Immobiliensteuer,Immobilie,Steuer,
Immobilienteil,Immobilie,Teil,21.0
Immobilientransaktion,Immobilie,Transaktion,21.0
Immobilienunternehmen,Immobilie,Unternehmen,18.0
Immobilienunternehmer,Immobilie,Unternehmer,19.0
Immobilienverkauf,Immobilie,Verkauf,19.0
Immobilienvermittlung,Immobilie,Vermittlung,21.0
Immobilienvermögen,Immobilie,Vermögen,18.0
Immobilienverwalter,Immobilie,Verwalter,20.0
Immobilienwert,Immobilie,Wert,19.0
Immobilienwirtschaft,Immobilie,Wirtschaft,18.0
Immunabwehr,immun,Abwehr,18.0
Immunantwort,immun,Antwort,19.0
Immunbiologie,immun,Biologie,21.0
Immundefekt,immun,Defekt,
Immunerkrankung,immun,Erkrankung,22.0
Immunglobulin,immun,Globulin,20.0
Immunitätsausschuss,Immunität,Ausschuss,19.0
Immunkomplex,immun,Komplex,
Immunkörper,immun,Körper,
Immunologie,immun,logie,18.0
Immunreaktion,immun,Reaktion,19.0
Immunschwäche,immun,Schwäche,17.0
Immunschwächekrankheit,Immunschwäche,Krankheit,17.0
Immunserum,immun,Serum,
Immunstatus,immun,Status,22.0
Immunsuppression,immun,Suppression,22.0
Immunsystem,immun,System,14.0
Immuntherapie,immun,Therapie,19.0
Immuntoleranz,immun,Toleranz,
Immunzelle,immun,Zelle,18.0
Imperativsatz,Imperativ,Satz,
Imperialismustheorie,Imperialismus,Theorie,23.0
Impfaktion,impfen,Aktion,17.0
Impfarzt,impfen,Arzt,21.0
Impfausweis,impfen,Ausweis,20.0
Impfbereitschaft,impfen,Bereitschaft,
Impfbuch,impfen,Buch,21.0
Impfdosis,impfen,Dosis,21.0
Impfgegner,impfen,Gegner,
Impfkalender,impfen,Kalender,22.0
Impfkampagne,impfen,Kampagne,19.0
Impfkommission,impfen,Kommission,19.0
Impfkomplikation,impfen,Komplikation,
Impfkritiker,impfen,Kritiker,
Impfköder,impfen,Köder,19.0
Impfliste,impfen,Liste,22.0
Impfmaßnahme,impfen,Maßnahme,
Impfmüdigkeit,impfen,Müdigkeit,20.0
Impfnadel,impfen,Nadel,
Impfnebenwirkung,impfen,Nebenwirkung,
Impfpass,impfen,Pass,18.0
Impfpflicht,impfen,Pflicht,20.0
Impfpistole,impfen,Pistole,
Impfplan,impfen,Plan,
Impfprogramm,impfen,Programm,19.0
Impfquote,impfen,Quote,
Impfreaktion,impfen,Reaktion,
Impfrisiko,impfen,Risiko,
Impfschaden,impfen,Schaden,20.0
Impfschutz,impfen,Schutz,17.0
Impfserum,impfen,Serum,22.0
Impfstatus,impfen,Status,
Impfstelle,impfen,Stelle,20.0
Impfstoff,impfen,Stoff,14.0
Impfstoffentwicklung,Impfstoff,Entwicklung,21.0
Impftermin,impfen,Termin,19.0
Impfvorschrift,impfen,Vorschrift,
Impfzentrum,impfen,Zentrum,21.0
Impfzwang,impfen,Zwang,21.0
Imponiergehabe,imponieren,Gehabe,19.0
Imponierverhalten,imponieren,Verhalten,
Importabgabe,Import,Abgabe,22.0
Importanteil,Import,Anteil,21.0
Importartikel,Import,Artikel,22.0
Importauto,Import,Auto,20.0
Importbedarf,Import,Bedarf,21.0
Importbeschränkung,Import,Beschränkung,19.0
Importbestimmung,Import,Bestimmung,22.0
Importfahrzeug,Import,Fahrzeug,21.0
Importfinanzierung,Import,Finanzierung,
Importfunktion,Import,Funktion,
Importförderung,Import,Förderung,
Importgenehmigung,Import,Genehmigung,22.0
Importgeschäft,Import,Geschäft,21.0
Importgut,Import,Gut,20.0
Importhändler,Import,Händler,24.0
Importindustrie,Import,Industrie,
Importkauffrau,Import,Kauffrau,
Importkaufmann,Import,Kaufmann,
Importkohle,Import,Kohle,
Importkosten,Import,Kosten,
Importland,Import,Land,20.0
Importmarke,Import,Marke,20.0
Importmöglichkeit,Import,Möglichkeit,
Importpreis,Import,Preis,18.0
Importprodukt,Import,Produkt,20.0
Importquote,Import,Quote,19.0
Importsperre,Import,Sperre,21.0
Importsteuer,Import,Steuer,21.0
Importstopp,Import,Stopp,18.0
Importunternehmen,Import,Unternehmen,23.0
Importverbot,Import,Verbot,16.0
Importvolumen,Import,Volumen,21.0
Importwagen,Import,Wagen,21.0
Importware,Import,Ware,18.0
Importzoll,Import,Zoll,19.0
Impressumspflicht,Impressum,Pflicht,
Improvisationsfähigkeit,Improvisation,Fähigkeit,22.0
Improvisationskunst,Improvisation,Kunst,19.0
Improvisationsmusik,Improvisation,Musik,21.0
Improvisationsstück,Improvisation,Stück,
Improvisationstalent,Improvisation,Talent,18.0
Improvisationstheater,Improvisation,Theater,17.0
Improvisationsvermögen,Improvisation,Vermögen,21.0
Impulsantwort,Impuls,Antwort,
Impulsgeber,Impuls,Geber,17.0
Impulsgenerator,Impuls,Generator,
Impulskontrolle,Impuls,Kontrolle,21.0
Impulsvortrag,Impuls,Vortrag,
Indefinitpronomen,indefinit,Pronomen,24.0
Indexfonds,Index,Fonds,
Indexpunkt,Index,Punkt,20.0
Indexregister,Index,Register,
Indexstand,Index,Stand,20.0
Indexwert,Index,Wert,19.0
Indexzahl,Index,Zahl,22.0
Indianeragent,Indianer,Agent,
Indianerangelegenheit,Indianer,Angelegenheit,
Indianeraufstand,Indianer,Aufstand,23.0
Indianerdorf,Indianer,Dorf,19.0
Indianerehrenwort,Indianer,Ehrenwort,23.0
Indianerfilm,Indianer,Film,21.0
Indianerfrage,Indianer,Frage,23.0
Indianergebiet,Indianer,Gebiet,21.0
Indianerhäuptling,Indianer,Häuptling,19.0
Indianerjunge,Indianer,Junge,21.0
Indianerkostüm,Indianer,Kostüm,21.0
Indianerkrieg,Indianer,Krieg,
Indianerkultur,Indianer,Kultur,21.0
Indianerlager,Indianer,Lager,20.0
Indianermädchen,Indianer,Mädchen,21.0
Indianerpolitik,Indianer,Politik,22.0
Indianerreservat,Indianer,Reservat,19.0
Indianerreservation,Indianer,Reservation,22.0
Indianerschmuck,Indianer,Schmuck,20.0
Indianersiedlung,Indianer,Siedlung,23.0
Indianersprache,Indianer,Sprache,21.0
Indianerstamm,Indianer,Stamm,18.0
Indianervolk,Indianer,Volk,20.0
Indianerzelt,Indianer,Zelt,19.0
Indianerüberfall,Indianer,Überfall,
Indienreise,Indien,Reise,21.0
Indikationslösung,Indikation,Lösung,21.0
Indikationsmodell,Indikation,Modell,22.0
Indikationsregelung,Indikation,Regelung,21.0
Indikationsstellung,Indikation,Stellung,21.0
Individualethik,individual,Ethik,23.0
Individualinteresse,individuell,Interesse,22.0
Individualkommunikation,individual,Kommunikation,22.0
Individualpsychologie,individual,Psychologie,21.0
Individualrecht,individual,Recht,19.0
Individualreise,individual,Reise,20.0
Individualtourismus,individual,Tourismus,21.0
Individualtourist,individual,Tourist,20.0
Individualverkehr,individual,Verkehr,16.0
Individuationsprinzip,Individuation,Prinzip,
Individuenzahl,Individuum,Zahl,
Indizienbeweis,Indiz,Beweis,21.0
Indizienkette,Indiz,Kette,19.0
Indizienlage,Indiz,Lage,22.0
Indizienprozess,Indiz,Prozess,18.0
Indochina,indo,China,19.0
Indochinakrieg,Indochina,Krieg,
Indoeuropäer,indo,Europäer,23.0
Indogermane,indo,Germane,22.0
Indogermanist,indo,Germanist,24.0
Indogermanistik,indo,Germanistik,22.0
Induktionsgesetz,Induktion,Gesetz,
Induktionsherd,Induktion,Herd,22.0
Induktionskochfeld,Induktion,Kochfeld,
Induktionsofen,Induktion,Ofen,24.0
Induktionsschleife,Induktion,Schleife,19.0
Induktionsspule,Induktion,Spule,
Induktionsstrom,Induktion,Strom,
Industrialisierungsphase,Industrialisierung,Phase,
Industrialisierungsprozess,Industrialisierung,Prozess,22.0
Industrieabfall,Industrie,Abfall,19.0
Industrieabgas,Industrie,Abgas,20.0
Industrieabwasser,Industrie,Abwasser,21.0
Industrieanlage,Industrie,Anlage,16.0
Industrieanlagenbau,Industrieanlage,Bau,19.0
Industrieanleihe,Industrie,Anleihe,22.0
Industrieansiedlung,Industrie,Ansiedlung,18.0
Industrieanteil,Industrie,Anteil,22.0
Industriearbeit,Industrie,Arbeit,20.0
Industriearbeiter,Industrie,Arbeiter,18.0
Industriearbeiterschaft,Industrie,Arbeiterschaft,21.0
Industriearbeitsplatz,Industrie,Arbeitsplatz,19.0
Industriearchitektur,Industrie,Architektur,19.0
Industriearchäologie,Industrie,Archäologie,23.0
Industrieareal,Industrie,Areal,19.0
Industrieausrüstung,Industrie,Ausrüstung,23.0
Industrieausstellung,Industrie,Ausstellung,20.0
Industriebahn,Industrie,Bahn,21.0
Industriebank,Industrie,Bank,19.0
Industriebatterie,Industrie,Batterie,22.0
Industriebau,Industrie,Bau,18.0
Industriebedarf,Industrie,Bedarf,21.0
Industriebereich,Industrie,Bereich,18.0
Industriebeteiligung,Industrie,Beteiligung,18.0
Industriebetrieb,Industrie,Betrieb,15.0
Industriebetriebslehre,Industriebetrieb,Lehre,
Industrieboden,Industrie,Boden,
Industriebrache,Industrie,Brache,17.0
Industriebranche,Industrie,Branche,18.0
Industriechemikalie,Industrie,Chemikalie,20.0
Industriedenkmal,Industrie,Denkmal,17.0
Industriedesign,Industrie,Design,19.0
Industriedesigner,Industrie,Designer,20.0
Industriediamant,Industrie,Diamant,22.0
Industriedichte,Industrie,Dichte,22.0
Industriedienstleistung,Industrie,Dienstleistung,
Industriedorf,Industrie,Dorf,
Industrieelektronik,Industrie,Elektronik,20.0
Industrieelektroniker,Industrie,Elektroniker,21.0
Industrieemission,Industrie,Emission,23.0
Industrieerzeugnis,Industrie,Erzeugnis,21.0
Industrieexperte,Industrie,Experte,22.0
Industriefachwirt,Industrie,Fachwirt,22.0
Industriefertigung,Industrie,Fertigung,
Industriefilm,Industrie,Film,21.0
Industriefirma,Industrie,Firma,18.0
Industriefläche,Industrie,Fläche,19.0
Industrieforschung,Industrie,Forschung,20.0
Industriefotograf,Industrie,Fotograf,
Industriefotografie,Industrie,Fotografie,21.0
Industriegas,Industrie,Gas,19.0
Industriegebiet,Industrie,Gebiet,14.0
Industriegebäude,Industrie,Gebäude,19.0
Industriegelände,Industrie,Gelände,18.0
Industriegemeinde,Industrie,Gemeinde,
Industriegeschichte,Industrie,Geschichte,17.0
Industriegeschäft,Industrie,Geschäft,19.0
Industriegesellschaft,Industrie,Gesellschaft,16.0
Industriegewerkschaft,Industrie,Gewerkschaft,16.0
Industriegigant,Industrie,Gigant,20.0
Industriegleis,Industrie,Gleis,21.0
Industriegrundstück,Industrie,Grundstück,21.0
Industriegruppe,Industrie,Gruppe,19.0
Industriegut,Industrie,Gut,18.0
Industriehafen,Industrie,Hafen,18.0
Industriehalle,Industrie,Halle,19.0
Industriehof,Industrie,Hof,19.0
Industrieholding,Industrie,Holding,19.0
Industrieholz,Industrie,Holz,20.0
Industriekammer,Industrie,Kammer,21.0
Industriekapital,Industrie,Kapital,22.0
Industriekapitalismus,Industrie,Kapitalismus,22.0
Industriekauffrau,Industrie,Kauffrau,18.0
Industriekaufleute,Industrie,Kaufleute,
Industriekaufmann,Industrie,Kaufmann,17.0
Industriekeramiker,Industrie,Keramiker,
Industrieklebstoff,Industrie,Klebstoff,
Industriekomplex,Industrie,Komplex,19.0
Industriekonjunktur,Industrie,Konjunktur,19.0
Industriekonsortium,Industrie,Konsortium,20.0
Industriekonzern,Industrie,Konzern,16.0
Industriekraftwerk,Industrie,Kraftwerk,22.0
Industriekulisse,Industrie,Kulisse,22.0
Industriekultur,Industrie,Kultur,17.0
Industriekunde,Industrie,Kunde,18.0
Industrieland,Industrie,Land,14.0
Industrielandschaft,Industrie,Landschaft,19.0
Industriellendynastie,Industrielle,Dynastie,
Industriellenfamilie,Industrielle,Familie,18.0
Industriellenvereinigung,Industrielle,Vereinigung,16.0
Industrielobby,Industrie,Lobby,20.0
Industriemacht,Industrie,Macht,20.0
Industriemagnat,Industrie,Magnat,21.0
Industriemanager,Industrie,Manager,19.0
Industriemaschine,Industrie,Maschine,21.0
Industriemechaniker,Industrie,Mechaniker,17.0
Industriemeister,Industrie,Meister,19.0
Industriemesse,Industrie,Messe,19.0
Industriemetropole,Industrie,Metropole,19.0
Industrieminister,Industrie,Minister,17.0
Industrieministerium,Industrie,Ministerium,18.0
Industriemotor,Industrie,Motor,22.0
Industriemuseum,Industrie,Museum,18.0
Industriemüll,Industrie,Müll,19.0
Industrienation,Industrie,Nation,15.0
Industrienorm,Industrie,Norm,21.0
Industrienähmaschine,Industrie,Nähmaschine,21.0
Industrieofen,Industrie,Ofen,22.0
Industrieort,Industrie,Ort,20.0
Industriepark,Industrie,Park,16.0
Industriepartner,Industrie,Partner,19.0
Industriepflanze,Industrie,Pflanze,24.0
Industriepolitik,Industrie,Politik,17.0
Industriepraktikum,Industrie,Praktikum,
Industrieprodukt,Industrie,Produkt,18.0
Industrieproduktion,Industrie,Produktion,16.0
Industrieprojekt,Industrie,Projekt,20.0
Industrieproletariat,Industrie,Proletariat,22.0
Industrieprozess,Industrie,Prozess,
Industriequartier,Industrie,Quartier,19.0
Industrieregion,Industrie,Region,18.0
Industrierevier,Industrie,Revier,20.0
Industrierevolution,Industrie,Revolution,
Industrieroboter,Industrie,Roboter,19.0
Industrierohstoff,Industrie,Rohstoff,21.0
Industrieruine,Industrie,Ruine,20.0
Industriesand,Industrie,Sand,
Industrieschau,Industrie,Schau,19.0
Industrieschule,Industrie,Schule,23.0
Industriesektor,Industrie,Sektor,19.0
Industriesiedlung,Industrie,Siedlung,22.0
Industriesoziologie,Industrie,Soziologie,23.0
Industriesparte,Industrie,Sparte,20.0
Industriespionage,Industrie,Spionage,18.0
Industriesprengstoff,Industrie,Sprengstoff,
Industriestaat,Industrie,Staat,14.0
Industriestadt,Industrie,Stadt,16.0
Industriestandard,Industrie,Standard,20.0
Industriestandort,Industrie,Standort,16.0
Industriestraße,Industrie,Straße,
Industriestrom,Industrie,Strom,21.0
Industriestruktur,Industrie,Struktur,19.0
Industriesystem,Industrie,System,21.0
Industrietechnik,Industrie,Technik,20.0
Industrieunternehmen,Industrie,Unternehmen,16.0
Industrieverband,Industrie,Verband,17.0
Industrieversicherer,Industrie,Versicherer,21.0
Industrieversicherung,Industrie,Versicherung,21.0
Industrievertreter,Industrie,Vertreter,18.0
Industrieviertel,Industrie,Viertel,18.0
Industrieware,Industrie,Ware,20.0
Industriewelt,Industrie,Welt,21.0
Industriewerk,Industrie,Werk,20.0
Industriewert,Industrie,Wert,18.0
Industriezeitalter,Industrie,Zeitalter,18.0
Industriezentrum,Industrie,Zentrum,18.0
Industriezone,Industrie,Zone,17.0
Industriezucker,Industrie,Zucker,22.0
Industriezweig,Industrie,Zweig,16.0
Industrieökonomik,Industrie,Ökonomik,23.0
Inertgas,inert,Gas,24.0
Infanterieausbildung,Infanterie,Ausbildung,
Infanteriebataillon,Infanterie,Bataillon,21.0
Infanteriebrigade,Infanterie,Brigade,21.0
Infanteriedivision,Infanterie,Division,19.0
Infanterieeinheit,Infanterie,Einheit,22.0
Infanteriegewehr,Infanterie,Gewehr,
Infanteriekompanie,Infanterie,Kompanie,
Infanterieoffizier,Infanterie,Offizier,
Infanterieregiment,Infanterie,Regiment,19.0
Infanterieschule,Infanterie,Schule,21.0
Infanteriesoldat,Infanterie,Soldat,22.0
Infanteriewaffe,Infanterie,Waffe,
Infarktpatient,Infarkt,Patient,20.0
Infarktrisiko,Infarkt,Risiko,19.0
Infektionsanfälligkeit,Infektion,Anfälligkeit,
Infektionsbiologie,Infektion,Biologie,22.0
Infektionserkrankung,Infektion,Erkrankung,21.0
Infektionserreger,Infektion,Erreger,21.0
Infektionsfall,Infektion,Fall,21.0
Infektionsforschung,Infektion,Forschung,19.0
Infektionsgefahr,Infektion,Gefahr,18.0
Infektionsgeschehen,Infektion,Geschehen,
Infektionsherd,Infektion,Herd,20.0
Infektionskette,Infektion,Kette,21.0
Infektionskrankheit,Infektion,Krankheit,16.0
Infektionsquelle,Infektion,Quelle,20.0
Infektionsrate,Infektion,Rate,19.0
Infektionsrisiko,Infektion,Risiko,18.0
Infektionsschutz,Infektion,Schutz,20.0
Infektionsschutzgesetz,Infektionsschutz,Gesetz,
Infektionsweg,Infektion,Weg,20.0
Infektionswelle,Infektion,Welle,
Infinitesimalrechnung,infinitesimal,Rechnung,22.0
Inflationsangst,Inflation,Angst,19.0
Inflationsanpassung,Inflation,Anpassung,
Inflationsanstieg,Inflation,Anstieg,21.0
Inflationsausgleich,Inflation,Ausgleich,17.0
Inflationsbekämpfung,Inflation,Bekämpfung,19.0
Inflationsdruck,Inflation,Druck,18.0
Inflationsentwicklung,Inflation,Entwicklung,19.0
Inflationserwartung,Inflation,Erwartung,19.0
Inflationsgefahr,Inflation,Gefahr,17.0
Inflationsjahr,Inflation,Jahr,21.0
Inflationsquote,Inflation,Quote,
Inflationsrate,Inflation,Rate,14.0
Inflationsrisiko,Inflation,Risiko,18.0
Inflationsschutz,Inflation,Schutz,
Inflationszeit,Inflation,Zeit,20.0
Inflationsziel,Inflation,Ziel,19.0
Influenzaimpfstoff,Influenza,Impfstoff,
Influenzavirus,Influenza,Virus,20.0
Infoabend,Info,Abend,15.0
Infoblatt,Info,Blatt,18.0
Infoboard,Info,Board,
Infobox,Info,Box,16.0
Infobrief,Info,Brief,20.0
Infobroschüre,Info,Broschüre,18.0
Infobüro,Info,Büro,20.0
Infodienst,Info,Dienst,19.0
Infografik,Info,Grafik,20.0
Infoheft,Info,Heft,21.0
Infokanal,Info,Kanal,20.0
Infomappe,Info,Mappe,21.0
Infomarkt,Info,Markt,20.0
Infomaterial,Info,Material,18.0
Infopage,Info,Page,
Infopaket,Info,Paket,21.0
Infopoint,Info,Point,20.0
Infopool,Info,Pool,21.0
Infoportal,Info,Portal,
Infopost,Info,Post,20.0
Infopunkt,Info,Punkt,20.0
Informatikaufgabe,Informatik,Aufgabe,
Informatikerarbeitsplatz,Informatiker,Arbeitsplatz,
Informatikermangel,Informatiker,Mangel,
Informatikkauffrau,Informatik,Kauffrau,
Informatikkaufmann,Informatik,Kaufmann,20.0
Informatikkurs,Informatik,Kurs,
Informatiklehrer,Informatik,Lehrer,20.0
Informatikprofessor,Informatik,Professor,20.0
Informatikraum,Informatik,Raum,
Informatikstudent,Informatik,Student,19.0
Informatikstudium,Informatik,Studium,20.0
Informatikunterricht,Informatik,Unterricht,20.0
Informationsabend,Information,Abend,14.0
Informationsabteilung,Information,Abteilung,20.0
Informationsamt,Information,Amt,18.0
Informationsanbieter,Information,Anbieter,20.0
Informationsangebot,Information,Angebot,17.0
Informationsanspruch,Information,Anspruch,21.0
Informationsarbeit,Information,Arbeit,18.0
Informationsasymmetrie,Information,Asymmetrie,
